2.959999999999999964e+00,8.676000000000000512e+01,7.629999999999999893e+00,1.267900000000000063e+02
3.910000000000000142e+00,8.804999999999999716e+01,7.690000000000000391e+00,1.339799999999999898e+02
4.419999999999999929e+00,9.517000000000000171e+01,7.719999999999999751e+00,1.355600000000000023e+02
4.469999999999999751e+00,9.559999999999999432e+01,7.769999999999999574e+00,1.356200000000000045e+02
4.480000000000000426e+00,9.576000000000000512e+01,7.839999999999999858e+00,1.366299999999999955e+02
4.589999999999999858e+00,9.585999999999999943e+01,7.940000000000000391e+00,1.376599999999999966e+02
4.639999999999999680e+00,9.793999999999999773e+01,8.050000000000000711e+00,1.388700000000000045e+02
4.650000000000000355e+00,9.850000000000000000e+01,8.109999999999999432e+00,1.392599999999999909e+02
4.679999999999999716e+00,1.002000000000000028e+02,8.179999999999999716e+00,1.401999999999999886e+02
4.690000000000000391e+00,1.003100000000000023e+02,8.189999999999999503e+00,1.409099999999999966e+02
4.730000000000000426e+00,1.013299999999999983e+02,8.189999999999999503e+00,1.429300000000000068e+02
4.740000000000000213e+00,1.016599999999999966e+02,8.210000000000000853e+00,1.448499999999999943e+02
4.750000000000000000e+00,1.017999999999999972e+02,8.240000000000000213e+00,1.455200000000000102e+02
4.769999999999999574e+00,1.025600000000000023e+02,8.240000000000000213e+00,1.464699999999999989e+02
4.780000000000000249e+00,1.030600000000000023e+02,8.289999999999999147e+00,1.465099999999999909e+02
4.820000000000000284e+00,1.030999999999999943e+02,8.300000000000000711e+00,1.466100000000000136e+02
4.849999999999999645e+00,1.034399999999999977e+02,8.359999999999999432e+00,1.467100000000000080e+02
4.910000000000000142e+00,1.034599999999999937e+02,8.359999999999999432e+00,1.468100000000000023e+02
4.969999999999999751e+00,1.040100000000000051e+02,8.369999999999999218e+00,1.468499999999999943e+02
5.019999999999999574e+00,1.040999999999999943e+02,8.369999999999999218e+00,1.470699999999999932e+02
5.019999999999999574e+00,1.041899999999999977e+02,8.449999999999999289e+00,1.474300000000000068e+02
5.080000000000000071e+00,1.045600000000000023e+02,8.470000000000000639e+00,1.476200000000000045e+02
5.099999999999999645e+00,1.047000000000000028e+02,8.500000000000000000e+00,1.477199999999999989e+02
5.110000000000000320e+00,1.048199999999999932e+02,8.500000000000000000e+00,1.477800000000000011e+02
5.150000000000000355e+00,1.049800000000000040e+02,8.509999999999999787e+00,1.480300000000000011e+02
5.160000000000000142e+00,1.052199999999999989e+02,8.509999999999999787e+00,1.482599999999999909e+02
5.219999999999999751e+00,1.054200000000000017e+02,8.529999999999999361e+00,1.483499999999999943e+02
5.219999999999999751e+00,1.054699999999999989e+02,8.539999999999999147e+00,1.489600000000000080e+02
5.240000000000000213e+00,1.055999999999999943e+02,8.589999999999999858e+00,1.491999999999999886e+02
5.240000000000000213e+00,1.056200000000000045e+02,8.589999999999999858e+00,1.493300000000000125e+02
5.250000000000000000e+00,1.056800000000000068e+02,8.609999999999999432e+00,1.493899999999999864e+02
5.259999999999999787e+00,1.062900000000000063e+02,8.640000000000000568e+00,1.494199999999999875e+02
5.299999999999999822e+00,1.064300000000000068e+02,8.650000000000000355e+00,1.498300000000000125e+02
5.299999999999999822e+00,1.068499999999999943e+02,8.660000000000000142e+00,1.500099999999999909e+02
5.299999999999999822e+00,1.069000000000000057e+02,8.660000000000000142e+00,1.500300000000000011e+02
5.320000000000000284e+00,1.069399999999999977e+02,8.669999999999999929e+00,1.501699999999999875e+02
5.339999999999999858e+00,1.069399999999999977e+02,8.669999999999999929e+00,1.503799999999999955e+02
5.349999999999999645e+00,1.070100000000000051e+02,8.679999999999999716e+00,1.505999999999999943e+02
5.360000000000000320e+00,1.072999999999999972e+02,8.679999999999999716e+00,1.506299999999999955e+02
5.370000000000000107e+00,1.076400000000000006e+02,8.689999999999999503e+00,1.506899999999999977e+02
5.370000000000000107e+00,1.077699999999999960e+02,8.689999999999999503e+00,1.507500000000000000e+02
5.370000000000000107e+00,1.078499999999999943e+02,8.710000000000000853e+00,1.510900000000000034e+02
5.379999999999999893e+00,1.081599999999999966e+02,8.730000000000000426e+00,1.511100000000000136e+02
5.400000000000000355e+00,1.081800000000000068e+02,8.740000000000000213e+00,1.511299999999999955e+02
5.429999999999999716e+00,1.085400000000000063e+02,8.740000000000000213e+00,1.512199999999999989e+02
5.450000000000000178e+00,1.086299999999999955e+02,8.750000000000000000e+00,1.512899999999999920e+02
5.469999999999999751e+00,1.086899999999999977e+02,8.759999999999999787e+00,1.516500000000000057e+02
